torch-FedAdam-run | INFO flwr 2023-11-30 21:30:28,851 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
torch-FedAdam-run | INFO flwr 2023-11-30 21:30:28,868 | app.py:175 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
torch-FedAdam-run | INFO flwr 2023-11-30 21:30:28,868 | server.py:89 | Initializing global parameters
torch-FedAdam-run | INFO flwr 2023-11-30 21:30:28,868 | server.py:272 | Using initial parameters provided by strategy
torch-FedAdam-run | INFO flwr 2023-11-30 21:30:28,868 | server.py:91 | Evaluating initial parameters
torch-FedAdam-run | INFO flwr 2023-11-30 21:31:10,175 | server.py:94 | initial parameters (loss, other metrics): 2.298248767852783, {'accuracy': 0.06111111119389534}
torch-FedAdam-run | INFO flwr 2023-11-30 21:31:10,175 | server.py:104 | FL starting
torch-FedAdam-run | DEBUG flwr 2023-11-30 21:33:46,840 | server.py:222 | fit_round 1: strategy sampled 5 clients (out of 5)
torch-FedAdam-run | DEBUG flwr 2023-11-30 21:34:16,428 | server.py:236 | fit_round 1 received 5 results and 0 failures
torch-FedAdam-run | WARNING flwr 2023-11-30 21:34:16,581 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
torch-FedAdam-run | INFO flwr 2023-11-30 21:34:39,179 | server.py:125 | fit progress: (1, 76628.6328125, {'accuracy': 0.08819444477558136}, 209.00414853300003)
torch-FedAdam-run | DEBUG flwr 2023-11-30 21:34:39,180 | server.py:173 | evaluate_round 1: strategy sampled 5 clients (out of 5)
torch-FedAdam-run | DEBUG flwr 2023-11-30 21:35:01,465 | server.py:187 | evaluate_round 1 received 5 results and 0 failures
torch-FedAdam-run | WARNING flwr 2023-11-30 21:35:01,465 | fedavg.py:273 | No evaluate_metrics_aggregation_fn provided
torch-FedAdam-run | DEBUG flwr 2023-11-30 21:35:01,465 | server.py:222 | fit_round 2: strategy sampled 5 clients (out of 5)
torch-FedAdam-run | DEBUG flwr 2023-11-30 21:35:29,566 | server.py:236 | fit_round 2 received 5 results and 0 failures
torch-FedAdam-run | INFO flwr 2023-11-30 21:36:10,965 | server.py:125 | fit progress: (2, 3005272.0, {'accuracy': 0.10370370000600815}, 300.79025422000007)
torch-FedAdam-run | DEBUG flwr 2023-11-30 21:36:10,966 | server.py:173 | evaluate_round 2: strategy sampled 5 clients (out of 5)
torch-FedAdam-run | DEBUG flwr 2023-11-30 21:36:33,158 | server.py:187 | evaluate_round 2 received 5 results and 0 failures
torch-FedAdam-run | DEBUG flwr 2023-11-30 21:36:33,158 | server.py:222 | fit_round 3: strategy sampled 5 clients (out of 5)
torch-FedAdam-run | DEBUG flwr 2023-11-30 21:37:00,305 | server.py:236 | fit_round 3 received 5 results and 0 failures
torch-FedAdam-run | INFO flwr 2023-11-30 21:37:41,752 | server.py:125 | fit progress: (3, 22767174.0, {'accuracy': 0.11145833134651184}, 391.57720724500007)
torch-FedAdam-run | DEBUG flwr 2023-11-30 21:37:41,753 | server.py:173 | evaluate_round 3: strategy sampled 5 clients (out of 5)
torch-FedAdam-run | DEBUG flwr 2023-11-30 21:37:55,806 | server.py:187 | evaluate_round 3 received 5 results and 0 failures
torch-FedAdam-run | DEBUG flwr 2023-11-30 21:37:55,806 | server.py:222 | fit_round 4: strategy sampled 5 clients (out of 5)
