torch-FedAvgM-run | INFO flwr 2023-11-26 13:22:03,648 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
torch-FedAvgM-run | INFO flwr 2023-11-26 13:22:03,655 | app.py:175 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
torch-FedAvgM-run | INFO flwr 2023-11-26 13:22:03,660 | server.py:89 | Initializing global parameters
torch-FedAvgM-run | INFO flwr 2023-11-26 13:22:03,661 | server.py:272 | Using initial parameters provided by strategy
torch-FedAvgM-run | INFO flwr 2023-11-26 13:22:03,661 | server.py:91 | Evaluating initial parameters
torch-FedAvgM-run | INFO flwr 2023-11-26 13:22:26,106 | server.py:94 | initial parameters (loss, other metrics): 2.349940538406372, {'accuracy': 0.6113426089286804}
torch-FedAvgM-run | INFO flwr 2023-11-26 13:22:26,107 | server.py:104 | FL starting
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:22:26,107 | server.py:222 | fit_round 1: strategy sampled 5 clients (out of 5)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:22:52,024 | server.py:236 | fit_round 1 received 5 results and 0 failures
torch-FedAvgM-run | WARNING flwr 2023-11-26 13:22:52,188 | fedavgm.py:198 | No fit_metrics_aggregation_fn provided
torch-FedAvgM-run | INFO flwr 2023-11-26 13:23:14,612 | server.py:125 | fit progress: (1, 2.187605381011963, {'accuracy': 0.5941239595413208}, 48.505371046999926)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:23:14,613 | server.py:173 | evaluate_round 1: strategy sampled 5 clients (out of 5)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:23:36,110 | server.py:187 | evaluate_round 1 received 5 results and 0 failures
torch-FedAvgM-run | WARNING flwr 2023-11-26 13:23:36,110 | fedavg.py:273 | No evaluate_metrics_aggregation_fn provided
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:23:36,111 | server.py:222 | fit_round 2: strategy sampled 5 clients (out of 5)
torch-FedAvgM-run | DEBUG flwr 2023-11-26 13:24:01,854 | server.py:236 | fit_round 2 received 5 results and 0 failures
torch-FedAvgM-run | INFO flwr 2023-11-26 13:24:24,158 | server.py:125 | fit progress: (2, 1.850767731666565, {'accuracy': 0.5876984000205994}, 118.05151300400007)
